id,split,text,teks_bersih,label_asli,prediksi_svm,prediksi_nb,svm_benar,nb_benar
3155,train,"ya itu mbak , mie nya itu kelembekan , aneh rasanya",mbak mie lembek aneh,negatif,negatif,negatif,ya,ya
3156,train,"saya sih datang yang di cihampelas walk , dulu masih berupa kedai kecil yang hanya menyediakan bangku panjang untuk 8 orang , sekarang sudah berupa kafe yang mampu menampung lebih banyak . makanan yang ditawarkan hanya makanan kecil lite bite dengan porsi yang kecil . rasa tidak terlalu istimewa , apalagi dibandingkan dengan harga nya makin kecewa .",sih cihampelas walk kedai sedia bangku kafe tampung makan tawar makan lite bite porsi istimewa banding harga kecewa,negatif,negatif,positif,ya,tidak
3157,train,"ahok dipindah ke mako brimob dengan alasan situasi tidak aman , disebabkan banyak nya pendukung ahok yang demo sampai pagi di depan lapas . hm . satu pertanyaan saja , kakak : apa mungkin pendukung ahok bisa membahayakan ahok ? logika nya di mana ? oh iya , lupa . di negeri ini , logika memang sudah tidak laku , ya . sekadar info saja kakak : dari mako brimob dulu gayus bisa jalan-jalan ke bali dan singapore , dan artalyta bisa menikmati kenyamanan kamar setara hotel berbintang . asyik ya ?",ahok pindah mako brimob alas situasi aman sebab dukung ahok demo pagi lapas hm kakak dukung ahok bahaya ahok logika oh iya lupa negeri logika info kakak mako brimob gayus jalan jalan bal singapore artalyta nikmat nyaman kamar tara hotel bintang asyik,negatif,negatif,negatif,ya,ya
3158,train,"tempat makan siang atau pun itu time yang sangat sempurna menemani hari . tempat untuk bersantai dan mencari ketenangan . cocok untuk bersantai bersama keluarga , teman , ataupun someone special .",makan siang time sempurna tani santa cari tenang cocok santa keluarga teman someone special,positif,positif,positif,ya,ya
3159,train,"makanan nya enak ! terutama abalone masak sayur nya . porsi nya besar , bisa dimakan ramai-ramai . tim ikan nya segar dan bumbu nya enak . sebaiknya reservasi dulu , terutama jam-jam makan siang atau makan malam karena suka penuh dan suka ada acara .",makan abalone masak sayur porsi makan ramai ramai tim ikan segar bumbu reservasi jam jam makan siang makan malam suka penuh suka acara,positif,positif,positif,ya,ya
3160,train,"suasana nya cukup ramai dan pelayan nya ramah . ada beberapa pilihan bakso dan mi di sini . bakso keju , telur , urat , bakso goreng . ada 2 pilihan kuah juga , salah satu nya lebih pedas dari yang lain . setelah mencicipi kedua nya , saya lebih suka kuah yang pedas .",suasana ramai layan ramah pilih bakso mi bakso keju telur urat bakso goreng pilih kuah salah pedas cicip suka kuah pedas,positif,positif,positif,ya,ya
3161,train,"susana enak banget , rimbun , rindang . begitu masuk enak . terus tempat nya saung begitu . kjarena tempat di atas dago jadi pas banget untukl keluarga , teman , pasangan . makan nya enak ada rasanya",susana banget rimbun rindang saung kjarena dago pas banget untukl keluarga teman pasang makan,positif,positif,positif,ya,ya
3162,train,tempat nya enak buat santai-santai tunggu waktu . tempat nya teduh banyak pohon rindang . tapi buat makan nanti dulu . banyak makanan yang tidak siap diini . spagheti menunggu 1 jam . siapa yang mau menunggu makanan 1 jam buat makanan biasa seperti spageti yang tersedia 30 detik di fastfood .,santai santai tunggu waktu teduh pohon rindang makan makan ini spagheti tunggu jam tunggu makan jam makan spageti sedia detik fastfood,positif,positif,positif,ya,ya
3163,train,"restoran dengan konsep alam , udara dingin di malam hari . makanan favorit saya di sini sop buntut goreng yang enak .",restoran konsep alam udara dingin malam makan favorit sop buntut goreng,positif,positif,positif,ya,ya
3164,train,"tempat nya enak , nyaman bikin betah , cocok untuk bersantai di sore hari sambil menikmati hidangan jepang yang lumayan enak dengan harga terjangkau . hot plate sushi nya enak , terutama yang naruto . okonomiyaki nya juga enak .",nyaman bikin betah cocok santa sore nikmat hidang jepang lumayan harga jangkau hot plate sushi naruto okonomiyaki,positif,positif,positif,ya,ya
3165,train,"jajanan pasar , harga standar . rasa standar . tidak banyak pilihan .",jajan pasar harga standar standar pilih,negatif,negatif,positif,ya,tidak
3166,train,"nama nya wisata ya harus mengalokasikan cukup waktu . termasuk wisata kuliner ke sini . sangat tidak dianjurkan bagi yang waktu nya terbatas dan kelaparan , sebab anda bisa marah-marah selain harus daftar tunggu , tunggu pelayan mendatangi saung anda yang lluaaammaa sekali sebab jarak nya jauh-jauh . tapi kalau anda mencari suasana tempat inilah tempat nya . anda seakan memasuki alam sunda yang ritme nya selambat alunan kecapi suling .",nama wisata alokasi waktu wisata kuliner anjur waktu batas lapar marah marah daftar tunggu tunggu layan saung lluaaammaa jarak cari suasana akan pasuk alam sunda ritme lambat alun kecapi suling,positif,positif,positif,ya,ya
3167,train,"efek keracunan sianida dari singkong , ketahuan kan demo berjilid ala nomer togel kemarin ternyata impor dari luar daerah juga . laugh out loud . untuk kalau mau demo , demokan bu risma itu , jangan ahok , tidak nyambung bray",efek racun sianida singkong tahu demo jilid ala nomer togel kemarin impor daerah laugh out loud demo demo bu risma ahok nyambung bray,negatif,negatif,negatif,ya,ya
3168,train,makanan nya enak saya sempat beli spaghetti sama pizza . dan it tidak mengecewakan . enak keju nya berasa,makan beli spaghetti pizza it kecewa keju asa,positif,positif,positif,ya,ya
3169,train,aku suka sekali membeli buku di gramedia,suka beli buku gramedia,positif,positif,positif,ya,ya
3170,train,kami makan di sini untuk pertama kali dan kami memilih untuk duduk di lesehan . terus terang kami merasa sangat tidak nyaman karena ada kucing-kucing yang berkeliaran dan parah nya kucing tersebut bisa sampai meloncat naik ke atas meja ! pelayan nya sudah dikasih tahu tapi hanya mengusir sara biasa saja dan hal tersebut mengakibatkan kucing tersebut kembali lagi . !! seharusnya mereka menjaga dan membawa kucing itu .,makan pilih duduk leseh terang nyaman kucing kucing liar parah kucing loncat meja layan kasih usir sara akibat kucing jaga bawa kucing,negatif,negatif,negatif,ya,ya
3171,train,"dulu nama hotel nya bilique . restoran nya balcony , yang paling saya ingat sop buntut dan nasi tutug nya . tempat makan nya tersedia pribadi room dan menu nya enak dan berkualitas membuat ingin kembali berkunjung .",nama hotel bilique restoran balcony sop buntut nasi tutug makan sedia pribadi room menu kualitas kunjung,positif,positif,positif,ya,ya
3172,train,ikhlas dalam mengambil hikmah belajar dari kehidupan menjadikan kita orang yang kuat dalam menghadapi apa pun .,ikhlas ambil hikmah ajar hidup jadi kuat hadap,positif,positif,negatif,ya,tidak
3173,train,"rasanya manis gurih dengan sedikit asin . cocok dimakan dengan sambal nya dan nasi putih . walaupun ukuran nya tidak terlalu besar , tapi mereka menggunakan ayam kampung .",manis gurih asin cocok makan sambal nasi putih ukur ayam kampung,positif,positif,positif,ya,ya
3174,train,"tempat ini dapat dibilang tidak pernah sepi terutama saat jam makan siang , makanan disajikan seperti di restoran padang yang terdiri dari aneka pepes , ayam goreng , lalapan , ati ampela , tahu tempe , cimplung , serta sambal hejo . makanan yang paling nikmat di sini menurut saya adalah cimplung , sangat nikmat jika dimakan selagi panas / hangat .",bilang sepi jam makan siang makan saji restoran padang aneka pepes ayam goreng lalap ati ampela tempe cimplung sambal hejo makan nikmat cimplung nikmat makan selagi panas hangat,positif,positif,positif,ya,ya
3175,train,"wah ini cocok banget untuk tempat nongkrong , tempat nya asik banget . cuma untuk menu makanan nya kurang enak sih , saya pernah makan gyu tan don dan salmon pasta rasanya biasa banget .",cocok banget nongkrong asik banget menu makan sih makan gyu tan don salmon pasta banget,positif,positif,positif,ya,ya
3176,train,aku yakin zadit ini pasti ada yang suruh dia untuk koar-koar . ada bau-bau politik yang ingin menjatuhkan pemerintahan,zadit suruh koar koar bau bau politik jatuh perintah,negatif,negatif,negatif,ya,ya
3177,train,"setiap kali mengunjungi trans studio mal , rasanya memilih suis butcher steak rumah merupapakan pilihan tepat . di samping harga nya yang terjangkau , rasa dan kualitas daging nya pun enak . sebagai ciri khas dari suis butcher , di sini selalu disediakan air putih gratis lumayan kan",unjung trans studio mal pilih suis butcher steak rumah merupapakan pilih samping harga jangkau kualitas daging ciri khas suis butcher sedia air putih gratis lumayan,positif,positif,positif,ya,ya
3178,train,"saya ke sini bersama teman-teman saya , di baso malang karapitan ini saya memilih nasi goreng dan es teh manis . untuk rasanya lumayan , tidak ada yang istimewa . harga nya sekitar 20 ribu untuk nasi goreng , standar restoranlah . cocok untuk bersantai kalau setelah jalan-jalan di sekitar jalan merdeka .",teman teman baso malang karapitan pilih nasi goreng es teh manis lumayan istimewa harga ribu nasi goreng standar restoran cocok santa jalan jalan jalan merdeka,positif,positif,positif,ya,ya
3179,train,"saya makan yang di cabang taman kopo sepulang dari ciwedei . porsi nya besar sekali untuk yang ukuran normal , daging dan mie nya sangat banyak rasanya juga sedap . saran saya satu porsi untuk makan berdua . atau porsi 1,5 untuk berdua",makan cabang taman kopo pulang ciwedei porsi ukur normal daging mie sedap saran porsi makan dua porsi dua,positif,positif,positif,ya,ya
3180,train,"berharap mendapatkan kuliner jawa barat yang enak . ini bukanlah tempat nya . ! secara konsep , tempat ini sangat bagus , walaupun akses nya agak ribet sedikit . dari tampilan dan aktivitas setiap gerai sudah tampak bahwa ini bukanlah gerai kuliner yang sedap . ! jika kita terbiasa menikmati kuliner , insting kita pasti tahu bahwa di tempat ini hanya tersedia kuliner hore-hore alakadar nya dengan mengandalkan msg sebagai penyedap . !",harap kuliner jawa barat konsep bagus akses ribet tampil aktivitas gerai gerai kuliner sedap biasa nikmat kuliner insting sedia kuliner hore hore alakadar andal msg sedap,negatif,negatif,positif,ya,tidak
3181,train,mau marah di sini gada sinyal indosat,marah gada sinyal indosat,negatif,negatif,negatif,ya,ya
3182,train,"buang saja perempuan seperti itu pak ahok , masih banyak perempuan baik yang mau mendampingi pak ahok .",buang perempuan ahok perempuan damping ahok,negatif,negatif,negatif,ya,ya
3183,train,"kfc dago mungkin sama seperti kfc yang ada di seluruh wilayah indonesia , baik menu , pelayanan serta harga , namun yang menjadi nilai plus adalah tempat ini berada di lokasi yang sagat strategis di pusat kota bandung sehingga akan efektif sebagai tempat nongkrong gaul , memanjakan perut sekaligus memanjakan mata anda .",kfc dago kfc wilayah indonesia menu layan harga nilai plus lokasi sagat strategis pusat kota bandung efektif nongkrong gaul manja perut manja,positif,positif,positif,ya,ya
3184,train,anjing itu orang . tidak ada didikan dari orangtua nya . biadab,anjing dik orangtua biadab,negatif,negatif,negatif,ya,ya
3185,train,"mbak della sangat baik dan ramah , makanna nya juga enak !, minuman juga sangat enak , pemandangan juga sangat indah terlihat dari atas sangat bagus , dan suasana di sini juga sangat adem dan damai ! funtastic sekali kami dilayani dan pelayan tepat seperti mbak della ini",mbak della ramah makanna minum pandang indah bagus suasana adem damai funtastic layan layan mbak della,positif,positif,positif,ya,ya
3186,train,"kenapa sate hadori empuk , rahasia nya adalah kami supplier nya , usaha bangkit bersama adalah supplier daging kambing untuk rumah makan sate hadori stasion bandung selama puluhan tahun . berawal dari kegigihan dari leluhur kami mendiang h . iyon taryana . kami menjadi supplier daging kambing untuk beberapa rumah makan sate di kota bandung termasuk rm . ampera yang cabang nya di-mana . untuk konsumen luar kota bisa diambil . lanjutan",sate hadori empuk rahasia supplier usaha bangkit supplier daging kambing rumah makan sate hadori stasion bandung puluh tahun gigih leluhur mendiang iyon taryana supplier daging kambing rumah makan sate kota bandung rm ampera cabang konsumen kota ambil lanjut,positif,positif,positif,ya,ya
3187,train,"ya . musuh kita , polisi ! polisi penyebar kebencian dan fitnah terhadap habieb rizieq .",musuh polisi polisi sebar benci fitnah habieb rizieq,negatif,negatif,negatif,ya,ya
3188,train,kecewa dengan pelayanan nya . menunggu 3 makanan dengan waktu hampir 1 jam . sangat kecewa dan tidak akan datang lagi untuk ke 2 kali nya,kecewa layan tunggu makan waktu jam kecewa,negatif,negatif,negatif,ya,ya
3189,train,yang juara nyolong itu pdip,juara nyolong pdip,negatif,negatif,negatif,ya,ya
3190,train,"batagor riri salah satu tempat yang banyak dicari dibandung , karena memang sudah berdiri sudah lama . berada di jalan burangrang , apabila berjalan dari jalan gatot subroto menuju jalan asia afrika , sebelum simpang 5 menara cimb niaga belok kiri , dari situ sekitar 200 m sebelah kiri sebelum perempatan pertama . tempat nya tidak pernah pindah-pindah , dan menenpati warung yang tidak terlalu besar , . lanjutan",batagor riri salah cari bandung diri jalan burangrang jalan jalan gatot subroto jalan asia afrika simpang menara cimb niaga belok kiri situ belah kiri empat pindah pindah menenpati warung lanjut,positif,positif,positif,ya,ya
3191,train,"minuman ini sebenarnya banyak dijumpai di pinggir jalan di daerah tertentu di jawa , tapi franchise ini mampu mengolah nya dengan kemasan lebih menarik trendi . olahan minuman tebu di sini juga menemukan campuran dengan jeruk nipis , sehingga lebih segar . selain itu kita juga bisa mendapat manfaat dari minuman segar ini karena minim penggunaan zat pengawet berbahaya .",minum jumpa pinggir jalan daerah jawa franchise olah kemas tarik trendi olah minum tebu temu campur jeruk nipis segar manfaat minum segar minim guna zat awet bahaya,positif,positif,positif,ya,ya
3192,train,entahlah sebenarnya makanan yang disajikan biasa saja dan variasi nya pun sedikit . memang sangat terkenal namun biasa saja rasa makanan nya dan harga untuk seporsi batagor cukuplah mahal,makan saji variasi kenal makan harga porsi batagor mahal,negatif,negatif,positif,ya,tidak
3193,train,semua bajingan bule kristen kulit putih yang sekarang lagi di amerika itu semuanya illegal,bajing bule kristen kulit putih amerika illegal,negatif,negatif,negatif,ya,ya
3194,train,"kalau menurut kami ini merupakan restoran rekomendasi di bandung dari awal datang pelayanan nya bagus bagus pelayanan selain itu pemandangan di sini juga kece banget , makanan nya juga enak . tidak menyesal deh datang ke sini",restoran rekomendasi bandung layan bagus bagus layan pandang kece banget makan sesal deh,positif,positif,positif,ya,ya
3195,train,"ini kali pertama datang ke padma resto karena rekomendasi dari teman buat birthday celebration - aku , ternyata memang direkomendasikan sekali pemandangan nya bagus berasa dekat banget sama alam karena langsung ke hutan , romantis juga karena ke sini makan malam bareng pacar , yang paling bagus pelayanan nya sangat memuaskan , makan nya juga enak , buat harga sesuai dengan tempat dan rasa juga kualitas masakan .",padma resto rekomendasi teman birthday celebration rekomendasi pandang bagus asa banget alam hutan romantis makan malam bareng pacar bagus layan muas makan harga sesuai kualitas masakan,positif,positif,positif,ya,ya
3196,train,"pertama kali masuk , kami agak bingung . ini restoran atau galeri seni . ternyata restaurant nya terletak di lantai atas . saya sempat membeli sweater di sini , kualitas nya bagus , dengan harga yang tidak terlalu mahal . pelayanan nya cukup cepat , karena waktu itu kami datang jam 11 siang , jadi belum masuk jam makan siang . makanan dan minuman nya enak , dengan suguhan pemandangan dago giri yang indah .",bingung restoran galeri seni restaurant letak lantai beli sweater kualitas bagus harga mahal layan cepat waktu jam siang jam makan siang makan minum suguh pandang dago giri indah,positif,positif,positif,ya,ya
3197,train,"beli cimory di indomaret , tidak tau nya sudah lewat masa kadaluarsa tiga hari , kacau !",beli cimory indomaret tau kadaluarsa kacau,negatif,negatif,negatif,ya,ya
3198,train,positif : 1 . tempat nyaman dan enak 2 . kadang dijadikan pre wedding tempat nya 3 . makanan sunda ada negatif : 1 . kalau bulan ramadhan susah memesan tempat 2 . harga lumayan mahal kesimpulan : direkomendasikan sekali-kali saja . terutama dengan orang yang seppesial,positif nyaman kadang jadi pre wedding makan sunda negatif ramadhan susah mes harga lumayan mahal simpul rekomendasi seppesial,positif,positif,positif,ya,ya
3199,train,alhamdulillah,alhamdulillah,positif,positif,positif,ya,ya
3200,train,"suasana yang sangat nyaman untuk makan malam di restoran ini , semua makanan was sempurna . enak banget ! staf nya ramah ramah . pelayanan nya bagus dengan indri , andrea ramah . dan bartender yang experience . keep it naik kakak . sukses untuk semuanya",suasana nyaman makan malam restoran makan was sempurna banget staf ramah ramah layan bagus indri andrea ramah bartender experience keep it kakak sukses,positif,positif,positif,ya,ya
3201,train,"saung sari kahuripan memiliki beraneka ragam masakan sunda . tempat yang bersih , nyaman serta memiliki pelayanan yang ramah",saung sari kahuripan milik aneka ragam masakan sunda bersih nyaman milik layan ramah,positif,positif,positif,ya,ya
3202,train,aksi bela islam kalian hubung - hubungkan dengan politik . aksi bela rohingya pun kalian hubung - hubungkan dengan politik . aksi anti pki juga kalian hubung - hubungkan dengan politik . mungkin kalian sudah demikian takut nya kehilangan kekuasaan ya ? kok segala sesuatu dihubung - hubungkan dengan politik ?,aksi bela islam hubung hubung politik aksi bela rohingya hubung hubung politik aksi anti pki hubung hubung politik takut hilang kuasa hubung hubung politik,negatif,negatif,negatif,ya,ya
3203,train,kalau ke bandung menghadap batagor ? nah kudu nyicip yang satu ini nih . ikan nya kerasa banget . bumbu kacang nya gurih . makan 2 saja sudah kenyang banget . soal nya 1 porsi saja sudah gede banget .,bandung hadap batagor kudu nyicip nih ikan rasa banget bumbu kacang gurih makan kenyang banget porsi gede banget,positif,positif,positif,ya,ya
3204,train,paling benci memuntahkan makanan yang sudah diamakan . tidak enak sekali,benci muntah makan ama,negatif,negatif,negatif,ya,ya
3205,train,"tempat yang tepat untuk menikmati malam setelah berkeliling kota , rehat sejenak dengan penganan dan makanan khas sajian kolonel sanders",nikmat malam keliling kota rehat penganan makan khas saji kolonel sanders,positif,positif,positif,ya,ya
3206,train,"cara berhenti berlangganan indihome bagaimana cara nya , lemah otak dan juga mahal saya jadi malas pakai dan bayar",henti langgan indihome lemah otak mahal malas pakai bayar,negatif,negatif,negatif,ya,ya
3207,train,tidak setuju kalau ah jadi pendamping jokowi !,tuju ah damping jokowi,negatif,negatif,negatif,ya,ya
3208,train,"sangat bagus pemandangan dari lantai 18 the trans luxury hotel , cocok untuk merayakan acara istimewa dengan orang-orang yang teristimewa . makanan yang disajikan pun sangat enak mulai dari appetizer , main course dan makanan penutup tidak ada yang mengecewakan . pelayanan yang ramah semakin membuat tempat ini menyenangkan . ada skywalk juga , buat saya yang takut ketinggian jadi pengalaman yang seru dan menengangkan ketika mencoba .",bagus pandang lantai the trans luxury hotel cocok raya acara istimewa istimewa makan saji appetizer main course makan tutup kecewa layan ramah senang skywalk takut tinggi alam seru menengangkan coba,positif,positif,positif,ya,ya
3209,train,"resto ini dulu terkenal dengan talaga sari yang menawarkan dim sum yang enak , hanya saja setelah renovasi rasanya tidak seenak terdahulu , dan harga menjadi lebih mahal .",resto kenal talaga sari tawar dim sum renovasi enak harga mahal,negatif,negatif,positif,ya,tidak
3210,train,"balista sushi tea , resto dengan gaya rumahan klasik di jalan banda . satu menu yang menarik perhatian saya , yaitu batox manis . batox manis bisa dibilang es krim biasa , namun dengan penyajian yang unik . es krim tersebut disajikan dengan batok kelapa sebagai wadah nya dan ada tambahan parutan kelapa yang membuat ada tambahan rasa creamy dan tropical sensation saat memakan es krim . mantap",balista sushi tea resto gaya rumah klasik jalan banda menu tarik perhati batox manis batox manis bilang es krim saji unik es krim saji batok kelapa wadah tambah parut kelapa tambah creamy tropical sensation makan es krim mantap,positif,positif,positif,ya,ya
3211,train,liverpool sukses di kandang tottenham,liverpool sukses kandang tottenham,positif,positif,negatif,ya,tidak
3212,train,guardian dekat rumah komplit dan masih bagus bagus barang nya,guardian rumah komplit bagus bagus barang,positif,positif,positif,ya,ya
3213,train,"salah satu tempat favorit keluarga dan teman . lokasi di perbatasan bandung , garut arah ke tasikmalaya . menikmati menu nasi liwet dan lain-lain dengan pemandangan yang keren , saung-saung yang tertata apik , sungguh pengalaman luar biasa . untuk anak-anak tersedia beragam permainan . rasa makanan lumayan enak , harga cukup terjangkau . tersedia musala yang besar , toilet yang bersih . sebaiknya reservasi tempat , kalau hari libur karena tempat ini selalu penuh .",salah favorit keluarga teman lokasi batas bandung garut arah tasikmalaya nikmat menu nasi liwet pandang keren saung saung tata apik sungguh alam anak anak sedia agam main makan lumayan harga jangkau sedia musala toilet bersih reservasi libur penuh,positif,positif,positif,ya,ya
3214,train,"menu yang saya pesan kali ini adalah : paket bakso telur bebek 23,5 paket black yamin bakso urat 25,5 ceker 13,5 hot green tea latte 12 es durian kesepian 22,5 pelayanan sangat menyenangkan dan tempat juga nyaman . tak perlu lama , kurang dari 15 menit makanan dan minuman sudah datang dan siap disantap . pelayanan sangat cepat dan oke walaupun kondisi pelanggan sedang ramai .",menu pesan paket bakso telur bebek paket black yamin bakso urat ceker hot green tea latte es durian sepi layan senang nyaman menit makan minum santap layan cepat oke kondisi langgan ramai,positif,positif,positif,ya,ya
3215,train,"botol kamu c1000 susah banget dibuka nya dah , bikin tangan sakit",botol susah banget buka dah bikin tangan sakit,negatif,negatif,negatif,ya,ya
3216,train,maaf pol cuma berani dengan ahok . dengan brizik sudah tak sudah dipanggil 3 kali tidak hadir sudah jadi dpo kok tidak berani ciduk . 243 juta rakyat ind dukung jokahok . tuntaskan sara ceng dan yang bayarin demonstrasi-demonstrasi fpi untuk fitnah amp ; provokasi sara jokahok . korban fitnah buni fpi mui byrn say wo2 ht penulis,maaf pol berani ahok brizik panggil hadir dpo berani ciduk juta rakyat ind dukung jokahok tuntas sara ceng bayarin demonstrasi demonstrasi fpi fitnah amp provokasi sara jokahok korban fitnah buni fpi mui byrn say wo ht tulis,negatif,negatif,negatif,ya,ya
3217,train,"ketika punya rencana merayakan ulang tahun dan rapat keluarga , saya mencoba memilih beberapa lokasi restoran yang strategis . kemudian terfikir untuk mencoba di ph bubat , setelah kontak dan dilayani dengan ramah , ternyata ph bubat menerima untuk grup keluarga sebanyak 30 orang . ketika kami datang ke lokasi ph bubat , ternyata kami sudah disiapkan tempat yang sangat privat tetapi tidak mengganggu pelanggan yang lain . mantap sekali .",rencana raya ulang tahun rapat keluarga coba pilih lokasi restoran strategis terfikir coba ph bubat kontak layan ramah ph bubat terima grup keluarga lokasi ph bubat siap privat ganggu langgan mantap,positif,positif,positif,ya,ya
3218,train,"pada bulan oktober lalu saya dan 3 teman saya makan di sana dengan memilih menu paket suki untuk ber4 seharga 250 - lupa lagi , dapat suki nya banyak pas banget buat ber4 dan dapat setengah ayam panggang yang lezat",oktober teman makan pilih menu paket suki ber harga lupa suki pas banget ber ayam panggang lezat,positif,positif,positif,ya,ya
3219,train,"tagihan melonjak 2x lipat gara-gara promo habis tanpa pemberitahuan oleh indihome , tidak benar ini .",tagih lonjak lipat gara gara promo habis pemberitahuan indihome,negatif,negatif,negatif,ya,ya
3220,train,"makan dim sum di sini pesan bakau kulit nya lepas semua dan udang nya bau asam sio akan kulit nya kering , rasanya hambar bakut tim bau , daging nya keset banyak ampas nya bapak spesial kulit bapau nya kering , menempel dengan kertas dah seperti lem ceket kaki ayam kulit kering dan rasa hambar kesimpulan nya makanan yang saya pesan adalah makanan bukan segar .",makan dim sum pesan bakau kulit lepas udang bau asam sio kulit kering hambar bakut tim bau daging keset ampas spesial kulit bapau kering tempel kertas dah lem ceket kaki ayam kulit kering hambar simpul makan pesan makan segar,negatif,negatif,negatif,ya,ya
3221,train,"pada tanggal 24 des 17 jam 9.55 wita saya dapat telepon dari telkom dengan nomor 021 1500755 telp ke nomor saya 085249682353 tentang penawaran produk dari kecepatan 10 mbps ke 20 mbps dengan biaya 100 ribu perjanjian nanti akan ditelpon lagi pada tanggal 2 januari 2018 sampai serang tidak ada , payah",tanggal des jam wita telepon telkom nomor telp nomor tawar produk cepat mbps mbps biaya ribu janji telpon tanggal januari serang payah,negatif,negatif,negatif,ya,ya
3222,train,"saya penyuka musik-musik batu , dan kafe ini mengusulkan hal tersebut , dengan macam nya setiap malam . tempat nya tidak terlalu besar , panggung juga kecil . player juga kadang di bawah , berlantai 2 , toilet juga lantai 2 , jadi bolak balik lumayan , menu sangat cocok , terutama minuman2 nya , harga masih standar tidak mahal .",suka musik musik batu kafe usul malam panggung player kadang lantai toilet lantai bolak lumayan menu cocok minum harga standar mahal,positif,positif,positif,ya,ya
3223,train,sumpah . suka banget . sudah limit nya lama . bonus tixpoint nya luar binasaah . tiket ke jakarta bisa dapat diskon 150 ribu .,sumpah suka banget limit bonus tixpoint binasaah tiket jakarta diskon ribu,positif,positif,positif,ya,ya
3224,train,"sampai saat ini benar-benar enjoy deh pakai . tapi tadi kita coba cash kembali 50 % sunday ya nonton bioskop , di xxi epicentrum cuma bisa pkk debit bca saja . tidak bisa pakai kartu lain . penonton kecewa deh . __sad__",enjoy deh pakai coba cash sunday nonton bioskop xxi epicentrum pkk debit bca pakai kartu tonton kecewa deh sad,negatif,negatif,negatif,ya,ya
3225,train,"saya terenyuh dengan kepemimpinan jokowi , bagus , semoga jadi presiden lagi , ya , pak",terenyuh pimpin jokowi bagus moga presiden,positif,positif,positif,ya,ya
3226,train,makanan yang disajikan benar-benar makanan sunda banget ditambah dengan kita makan log di atas daun pisang . memberikan pengalaman yang berbeda dalam menikmati sajian sunda,makan saji makan sunda banget tambah makan log daun pisang alam beda nikmat saji sunda,positif,positif,positif,ya,ya
3227,train,"banyak pilihan makanan jepang yang bisa anda coba di sini . salah satu yang membuat saya cocok adalah saus yang ditaburi wijen , lezat !",pilih makan jepang coba salah cocok saus tabur wijen lezat,positif,positif,positif,ya,ya
3228,train,"lokasi nya searah mau ke tol pasteur , parkir nya luas , tempat nya bersih . ada yang makan di meja atau di saung , makanan nya enak semua ! memang agak manis untuk selera sunda tapi pas untuk saya . sambal tercombrangn nya juara , bebas pula tidak menambah biaya . kalau suka makanan sunda selera jawa yang agak manis , ke sini saja !",lokasi arah tol pasteur parkir luas bersih makan meja saung makan manis selera sunda pas sambal tercombrangn juara bebas tambah biaya suka makan sunda selera jawa manis,positif,positif,positif,ya,ya
3229,train,"datang ke sini pas lagi bulan puasa padahal , jam makan siang sih , tapi daftar tunggu nya panjang benar , menu nya sama dengan hummingbird cuma modifikasi dikit harga lebih mahal sedikit , tempat parkir sama mungil nya , rasa makanan nya biasa saja ,",pas puasa jam makan siang sih daftar tunggu menu hummingbird modifikasi dikit harga mahal parkir mungil makan,negatif,negatif,negatif,ya,ya
3230,train,"yang spesial dari roti boy itu aroma dan rasanya , walaupun varian roti nya tidak banyak tapi roti nya punya ciri khas . aroma nya enak banget dan isian roti nya ada mentega atau apa gitu saya juga tidak tahu . untuk harga nya sekarang 10 ribu terakhir beli . cukup setimpallah untuk satu buah roti yang enak .",spesial roti boy aroma varian roti roti ciri khas aroma banget isi roti mentega gitu harga ribu beli timpal buah roti,positif,positif,positif,ya,ya
3231,train,"saya makan di kampung daun membawa keluarga saya , pertama kali sampai di tujuan , suasana bandung sunda nya berasa banget , keren dech . makanan asli sunda juga tersaji dengan rasa yang menurut saya sangat terasa gaya sunda nya . hanya waktu itu sangat penuh jadi agak lama deh menunggu makanan nya . tapi semuanya bagus .",makan kampung daun bawa keluarga tuju suasana bandung sunda asa banget keren dech makan asli sunda saji gaya sunda waktu penuh deh tunggu makan bagus,positif,positif,positif,ya,ya
3232,train,lokasi dekat kampus itb . pizza nya tipis tapi enak . pasta nya ada yang bak . rasanya enak banget . minum nya bisa refil . enak buat bareng teman teman .,lokasi kampus itb pizza tipis pasta bak banget minum refil bareng teman teman,positif,positif,positif,ya,ya
3233,train,"yang harus dicoba kalau ke sini itu fire dinas nya . ada level 0 - 5 , mantap deh pedas nya . restoran nya cukup luas , jadi asik buat sambil ngobrol juga .",coba fire dinas level mantap deh pedas restoran luas asik ngobrol,positif,positif,positif,ya,ya
3234,train,"rumah makan ini terkenal dengan kepiting nya , pelayanna nya lumayan tempat nya bersih mudah temukan lokasi nya .",rumah makan kenal kepiting pelayanna lumayan bersih mudah temu lokasi,positif,positif,positif,ya,ya
3235,train,"tempat cukuplah . makanan cukup enak , terutama iga bakar madu . bisa dijadikan alternatif tempat makan manakala kita ingin menu beef .",makan iga bakar madu jadi alternatif makan menu beef,positif,positif,positif,ya,ya
3236,train,"aku hanya takut kita bosan , karena bosan merupakan salah satu alasan ada nya perpecahan ;",takut bosan bosan salah alas pecah,negatif,negatif,negatif,ya,ya
